211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,
211,211,211,211,211,211,211,211,211,211,0,0,0,0,211,211,211,211,211,211,211,211,211,211,211,211,211,211,0,211,211,211,
211,211,211,211,211,211,211,211,211,211,0,0,0,0,211,211,211,211,211,211,211,211,211,0,0,0,211,211,0,0,211,211,
211,211,211,211,211,211,211,211,211,211,0,0,0,0,0,0,0,211,211,211,211,211,0,0,211,211,0,0,0,0,211,211,
211,211,211,211,211,0,0,211,211,211,211,211,0,0,0,0,0,0,211,211,211,211,0,0,0,0,0,0,0,0,211,211,
211,211,211,211,0,0,0,0,211,211,211,211,0,0,0,0,0,0,211,211,211,211,0,0,0,0,0,0,0,0,211,211,
211,211,0,211,0,0,0,0,0,211,211,211,211,0,0,0,0,0,0,211,211,0,0,0,0,0,0,0,0,0,211,211,
211,211,0,211,0,0,0,0,0,211,211,211,211,211,0,0,0,0,211,211,211,211,0,0,0,0,0,0,0,211,211,0,
211,211,0,211,0,0,0,0,0,0,211,211,211,211,0,0,0,0,211,211,211,0,0,0,0,0,0,0,0,211,211,0,
211,211,0,0,211,0,0,0,0,0,211,211,211,0,0,0,0,0,0,211,211,0,0,0,0,0,0,0,0,0,211,0,
211,211,0,0,211,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,211,0,
0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,211,211,0,
0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,228,228,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,228,228,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,
